T000001 Cream,Bagels,Oranges,Nuts,Soda
T003785 Cookies,Pork,Deodorant
T003786 Lettuce,Bananas,Cream
T003787 Chips,Beef,Apples
T003788 Jelly,Peanut_Butter,Croissants,Cheese,Nuts,Frozen_Pizza,Turkey,Tomatoes,Juice,Paper_Towels
T003789 Lettuce,Apples,Trash_Bags
T003790 Dish_Soap,Toothpaste,Croissants,Turkey
T003791 Donuts,Pork,Shampoo,Trash_Bags,Yogurt,Chocolate,Soda,Cream
T003792 Lettuce,Beef,Tomatoes,Frozen_Dinners,Turkey,Deodorant,Tea,Soda,Bread,Chocolate
T003793 Coffee,Sugar,Cookies,Yogurt,Chips,Donuts,Chocolate,Lettuce,Paper_Towels
T003794 Tomato_Sauce,Cheese,Chips,Chocolate,Paper_Towels
T003795 Paper_Towels,Chocolate
T003796 Ice_Cream,Cookies,Frozen_Vegetables,Chocolate,Detergent
T003797 Beef,Frozen_Dinners,Dish_Soap
T003798 Chips,Salsa,Frozen_Vegetables,Croissants
T003799 Chips,Bananas,Muffins
T003800 Trash_Bags,Deodorant,Turkey,Soap,Dish_Soap
T003801 Bread,Jelly,Lettuce,Crackers
T003802 Fish,Beef,Detergent,Soap,Ice_Cream
T003803 Apples,Chocolate
T003804 Ice_Cream,Yogurt,Frozen_Vegetables,Toothpaste,Soda,Paper_Towels,Chocolate
T003805 Soda,Muffins
T003806 Vegetables,Rice,Nuts,Tomatoes,Deodorant,Frozen_Pizza,Butter,Cheese,Apples
T003807 Pasta,Tomato_Sauce,Tomatoes,Ice_Cream,Nuts
T003808 Juice,Cream,Beef,Deodorant,Lettuce
T003809 Chips,Apples,Cookies,Nuts
T003810 Butter,Lettuce,Shampoo,Chocolate,Deodorant,Ice_Cream,Bagels
T003811 Salsa,Chips,Frozen_Pizza,Beef,Toothpaste,Cheese,Croissants,Cookies,Tea
T003812 Hamburger_Buns,Tomatoes,Detergent,Frozen_Pizza
T003813 Ice_Cream,Tomatoes,Chocolate,Soap,Apples
T003814 Juice,Tea,Deodorant,Crackers
T003815 Dish_Soap,Cream,Frozen_Vegetables
T003816 Oranges,Bagels,Pork,Chicken,Soap,Apples
T003817 Rice,Vegetables,Coffee,Lettuce,Donuts,Pork,Fish
T003818 Soap,Crackers,Yogurt,Pork
T003819 Detergent,Crackers,Butter,Apples,Bananas,Deodorant,Lettuce,Nuts
T003820 Chicken,Bananas,Fish,Beef
T003821 Frozen_Dinners,Cream,Bananas,Fish,Chicken,Tomatoes
T003822 Beer,Salsa,Dish_Soap,Soda,Chicken,Soap
T003823 Cookies,Deodorant
T003824 Milk,Bread,Shampoo,Turkey,Chips,Ice_Cream,Donuts,Trash_Bags
T003825 Tomatoes,Deodorant,Oranges,Bananas,Water
T003826 Hamburger_Buns,Lettuce,Tea,Oranges,Donuts,Yogurt,Beef,Dish_Soap,Paper_Towels,Cookies
T003827 Tomatoes,Cream
T003828 Ice_Cream,Whipped_Cream,Muffins,Juice,Milk,Turkey
T003829 Rice,Vegetables,Soda,Deodorant,Fish,Water,Tea
T003830 Detergent,Pork,Chocolate,Bananas,Apples,Donuts
T003831 Paper_Towels,Ice_Cream,Apples,Dish_Soap,Crackers,Juice,Tomatoes
T003832 Butter,Cookies,Fish
T003833 Croissants,Cheese,Fish,Frozen_Pizza,Shampoo
T003834 Ice_Cream,Chocolate_Syrup,Frozen_Pizza,Water,Tomatoes,Bread,Coffee,Donuts,Bananas
T003835 Beef,Lettuce,Tomatoes,Frozen_Vegetables,Chicken,Juice,Muffins
T003836 Ice_Cream,Chocolate_Syrup,Muffins,Tea
T003837 Coffee,Cream,Lettuce,Soda,Juice,Frozen_Dinners,Bread,Crackers
T003838 Tomatoes,Chicken,Detergent,Oranges,Soap,Cheese,Butter,Coffee
T003839 Soda,Dip,Deodorant,Nuts,Croissants,Fish,Cookies,Apples
T003840 Donuts,Frozen_Pizza
T003841 Frozen_Dinners,Chocolate,Bananas,Detergent,Muffins
T003842 Cream,Butter
T003843 Dip,Soda,Fish,Donuts
T003844 Turkey,Muffins,Chips,Trash_Bags,Chocolate
T003845 Chips,Cream,Ice_Cream,Tea,Croissants,Juice
T003846 Soap,Bagels,Milk,Dish_Soap
T003847 Juice,Turkey,Yogurt
T003848 Hamburger_Buns,Beef,Lettuce,Toothpaste,Soda,Coffee
T003849 Water,Detergent,Ice_Cream,Chocolate,Butter,Donuts,Soda,Frozen_Dinners
T003850 Soap,Deodorant,Fish,Ice_Cream
T003851 Cheese,Oranges,Deodorant
T003852 Tea,Juice,Bananas,Pork,Croissants,Cheese
T003853 Butter,Bread,Ice_Cream,Croissants,Paper_Towels
T003854 Chips,Dip,Oranges,Turkey
T003855 Paper_Towels,Milk,Cheese,Yogurt,Nuts
T003856 Soda,Beef,Bread,Toothpaste,Tomatoes,Turkey,Bagels,Cookies
T003857 Soda,Muffins,Soap,Fish,Beef
T003858 Trash_Bags,Juice,Chocolate,Frozen_Dinners,Bananas
T003859 Turkey,Chicken,Toothpaste,Paper_Towels,Crackers,Cookies,Shampoo,Croissants
T003860 Soap,Beef,Tea,Bananas,Apples
T003861 Vegetables,Rice,Chips,Bananas
T003862 Chocolate,Croissants,Detergent,Shampoo
T003863 Coffee,Sugar,Nuts,Toothpaste,Tomatoes,Apples,Frozen_Dinners,Oranges,Bread,Tea
T003864 Deodorant,Crackers,Milk,Cream
T003865 Frozen_Vegetables,Fish,Soda,Frozen_Dinners,Chocolate,Coffee
T003866 Dip,Chips,Toothpaste,Trash_Bags,Frozen_Pizza,Bagels,Donuts
T003867 Cereal,Bananas,Chicken,Apples
T003868 Water,Chips,Croissants
T003869 Bread,Peanut_Butter,Fish,Coffee,Nuts,Tea,Donuts,Frozen_Pizza
T003870 Beer,Salsa,Cream,Frozen_Vegetables,Donuts,Soda,Ice_Cream,Cheese
T003871 Rice,Vegetables,Dish_Soap,Pork
T003872 Sugar,Cream,Chips,Paper_Towels
T003873 Beer,Salsa,Paper_Towels,Cream,Juice,Turkey,Cookies,Deodorant
T003874 Frozen_Dinners,Cheese,Crackers,Milk,Deodorant
T003875 Chicken,Crackers,Chips
T003876 Toothpaste,Trash_Bags,Bread,Fish,Chicken,Soap,Cheese,Yogurt
T003877 Salsa,Chips,Apples,Fish,Butter,Tea,Trash_Bags,Soap,Beef
T003878 Turkey,Chicken,Butter,Bagels,Chips,Oranges,Beef,Yogurt
T003879 Milk,Bananas,Soap,Crackers
T003880 Oranges,Nuts
T003881 Milk,Butter,Fish,Soap,Shampoo,Chips
T003882 Beef,Milk,Tomatoes,Paper_Towels,Trash_Bags,Chips,Cookies
T003883 Nuts,Donuts,Turkey
T003884 Milk,Bananas,Beef,Chips,Soap,Dish_Soap
T003885 Sugar,Cream,Nuts,Tea,Pork,Water,Coffee
T003886 Bagels,Shampoo,Ice_Cream
T003887 Pork,Bananas,Cheese,Oranges,Soap
T003888 Whipped_Cream,Ice_Cream,Apples,Water,Tomatoes,Paper_Towels
T003889 Tomatoes,Hamburger_Buns,Beef,Lettuce,Frozen_Vegetables,Chocolate
T003890 Frozen_Dinners,Chocolate,Cream,Beef,Frozen_Vegetables,Toothpaste
T003891 Paper_Towels,Soda,Frozen_Dinners,Fish,Lettuce
T003892 Turkey,Juice,Bread,Ice_Cream,Dish_Soap,Muffins,Soda
T003893 Butter,Bread,Chocolate,Fish,Bananas
T003894 Chocolate,Cream,Yogurt
T003895 Nuts,Cream,Cheese,Pork,Juice,Soda,Trash_Bags,Milk
T003896 Tomatoes,Yogurt,Milk
T003897 Milk,Toothpaste,Lettuce
T003898 Tomato_Sauce,Pasta,Lettuce,Juice,Paper_Towels,Trash_Bags,Apples
T003899 Soda,Dish_Soap,Nuts,Chicken,Coffee,Oranges,Frozen_Pizza,Lettuce
T003900 Deodorant,Frozen_Vegetables,Coffee,Shampoo,Paper_Towels,Tea,Cream
T003901 Apples,Chicken,Fish,Cheese,Butter
T003902 Bread,Beef,Paper_Towels,Ice_Cream,Chocolate,Fish
T003903 Beer,Chips,Water,Shampoo
T003904 Bananas,Milk,Shampoo,Ice_Cream,Fish,Paper_Towels
T003905 Butter,Shampoo,Deodorant,Juice,Frozen_Vegetables,Bagels,Apples
T003906 Ice_Cream,Whipped_Cream,Juice,Soap
T003907 Ice_Cream,Whipped_Cream,Coffee,Oranges,Chips
T003908 Donuts,Cheese,Cookies,Fish
T003909 Cheese,Tomatoes
T003910 Paper_Towels,Trash_Bags,Juice,Apples,Bagels,Frozen_Dinners
T003911 Cream,Coffee,Frozen_Pizza,Butter,Pork,Trash_Bags,Tomatoes
T003912 Tea,Muffins,Dish_Soap,Toothpaste,Donuts
T003913 Cookies,Ice_Cream,Fish,Coffee,Detergent,Deodorant
T003914 Trash_Bags,Tomatoes,Soda,Muffins,Bananas
T003915 Frozen_Pizza,Cream,Ice_Cream,Frozen_Dinners
T003916 Chocolate,Dish_Soap,Nuts,Lettuce,Soap
T003917 Paper_Towels,Chocolate,Turkey,Bagels,Tomatoes
T003918 Butter,Chocolate,Frozen_Dinners,Juice,Pork
T003919 Fish,Water,Nuts,Oranges,Milk,Frozen_Vegetables
T003920 Detergent,Bread,Cheese,Beef,Juice,Shampoo,Bananas,Nuts
T003921 Lettuce,Beef,Dish_Soap,Ice_Cream,Yogurt
T003922 Lettuce,Croissants,Yogurt,Deodorant,Dish_Soap,Frozen_Dinners,Paper_Towels
T003923 Frozen_Vegetables,Yogurt,Beef,Coffee,Butter
T003924 Detergent,Frozen_Dinners,Frozen_Pizza,Milk,Turkey,Lettuce,Dish_Soap,Tea
T003925 Bananas,Cereal,Ice_Cream,Tea,Frozen_Vegetables,Pork
T003926 Water,Milk
T003927 Coffee,Donuts,Deodorant,Juice,Cream,Yogurt,Cheese
T003928 Chicken,Ice_Cream
T003929 Frozen_Pizza,Nuts,Paper_Towels
T003930 Chocolate,Muffins,Chicken
T003931 Donuts,Bread,Fish
T003932 Beef,Butter
T003933 Vegetables,Chicken,Toothpaste,Tea
T003934 Oranges,Butter,Frozen_Dinners,Ice_Cream
T003935 Yogurt,Coffee
T003936 Deodorant,Oranges
T003937 Bananas,Cereal,Shampoo,Dish_Soap,Muffins,Fish,Bagels,Coffee
T003938 Ice_Cream,Whipped_Cream,Soda,Cookies,Croissants
T003939 Detergent,Ice_Cream,Bagels,Cookies,Cream,Lettuce
T003940 Salsa,Beer,Oranges,Beef,Frozen_Pizza
T003941 Trash_Bags,Yogurt,Donuts,Detergent,Soap,Lettuce,Croissants
T003942 Frozen_Vegetables,Chips,Ice_Cream,Trash_Bags,Toothpaste
T003943 Sugar,Cream,Frozen_Pizza,Soda,Pork,Cheese,Trash_Bags
T003944 Frozen_Dinners,Bread,Ice_Cream,Fish,Bagels
T003945 Water,Toothpaste,Butter,Tomatoes,Milk,Fish
T003946 Croissants,Soap,Muffins,Detergent,Chocolate,Turkey,Fish,Trash_Bags
T003947 Croissants,Turkey
T003948 Oranges,Toothpaste
T003949 Soap,Frozen_Vegetables,Ice_Cream
T003950 Beer,Salsa,Frozen_Dinners,Soap,Cream,Soda,Frozen_Pizza
T003951 Detergent,Ice_Cream,Juice
T003952 Cream,Sugar,Bananas,Detergent,Shampoo,Coffee,Oranges,Soap,Turkey
T003953 Bread,Butter,Pork,Deodorant,Tomatoes,Toothpaste,Coffee
T003954 Milk,Cereal,Trash_Bags,Coffee,Soda
T003955 Cheese,Chocolate,Fish,Yogurt,Turkey,Paper_Towels
T003956 Butter,Dish_Soap,Milk,Tea,Chips,Water,Detergent
T003957 Cheese,Pasta,Soap,Chocolate,Trash_Bags
T003958 Croissants,Cream,Pork,Chocolate,Nuts,Chicken,Crackers,Muffins
T003959 Coffee,Cookies
T003960 Beef,Pork
T003961 Beef,Tomatoes,Hamburger_Buns,Turkey,Soda,Frozen_Dinners,Pork
T003962 Bread,Milk,Cookies,Soda,Tea,Soap
T003963 Soda,Dip,Soap,Detergent,Bagels
T003964 Chicken,Vegetables,Cream,Juice,Chocolate,Nuts,Crackers,Frozen_Vegetables,Milk
T003965 Paper_Towels,Coffee,Juice,Bananas,Shampoo
T003966 Milk,Bagels,Croissants,Soap,Shampoo,Ice_Cream,Yogurt
T003967 Cereal,Bananas,Chocolate,Beef,Ice_Cream,Pork,Crackers,Cheese
T003968 Rice,Chicken,Detergent,Muffins,Cookies
T003969 Oranges,Frozen_Dinners,Muffins,Chocolate,Turkey
T003970 Pork,Tomatoes,Apples,Tea,Lettuce
T003971 Tea,Paper_Towels,Crackers,Cheese
T003972 Cream,Coffee,Tea,Frozen_Vegetables,Muffins,Cheese,Bagels,Fish
T003973 Oranges,Frozen_Pizza,Trash_Bags,Frozen_Vegetables
T003974 Vegetables,Chicken,Soap,Deodorant,Cream,Trash_Bags,Crackers,Croissants,Nuts,Coffee
T003975 Butter,Bread,Nuts,Oranges,Cookies,Paper_Towels,Soap,Ice_Cream,Tea,Shampoo
T003976 Beer,Chips,Bananas,Ice_Cream,Apples
T003977 Cheese,Pasta,Paper_Towels,Frozen_Vegetables,Oranges
T003978 Nuts,Cookies,Detergent
T003979 Frozen_Pizza,Cheese,Cream,Crackers,Frozen_Vegetables
T003980 Ice_Cream,Shampoo,Deodorant,Muffins,Tomatoes,Donuts
T003981 Chocolate,Bananas,Beef,Donuts,Toothpaste,Fish
T003982 Chicken,Bagels
T003983 Ice_Cream,Frozen_Dinners,Cookies,Toothpaste
T003984 Pork,Soap,Milk,Trash_Bags
T003985 Butter,Bread,Trash_Bags,Croissants,Crackers,Chips,Deodorant,Cookies,Bagels
T003986 Chocolate,Frozen_Dinners,Cream,Dish_Soap,Apples,Juice
T003987 Beer,Chips,Milk,Turkey,Dish_Soap,Bagels,Croissants
T003988 Cheese,Bread
T003989 Beef,Bagels,Ice_Cream,Cream,Bananas
T003990 Chicken,Rice,Butter,Turkey,Deodorant,Chips,Shampoo,Crackers
T003991 Frozen_Pizza,Muffins
T003992 Bananas,Cereal,Muffins,Milk,Water,Frozen_Vegetables,Soda,Trash_Bags
T003993 Lettuce,Beef,Hamburger_Buns,Chips,Trash_Bags,Chicken,Ice_Cream,Chocolate,Soap,Toothpaste
T003994 Milk,Bread,Crackers,Lettuce,Croissants,Pork,Dish_Soap
T003995 Soda,Deodorant,Chicken
T003996 Tea,Shampoo
T003997 Bananas,Cheese
T003998 Deodorant,Pork,Paper_Towels,Turkey
T003999 Paper_Towels,Turkey
T004000 Cheese,Soap,Juice,Water,Toothpaste,Tomatoes,Chocolate
T004001 Ice_Cream,Milk,Soap
T004002 Tomatoes,Milk,Soda,Paper_Towels,Frozen_Pizza
T004003 Crackers,Cookies,Toothpaste,Shampoo,Ice_Cream,Bagels,Detergent
T004004 Cheese,Bananas,Water,Bagels
T004005 Shampoo,Yogurt,Turkey,Lettuce,Beef
T004006 Chips,Dip,Cookies,Soda,Milk,Butter,Crackers,Beef,Yogurt
T004007 Chicken,Toothpaste,Beef,Fish
T004008 Cream,Sugar,Chocolate,Fish
T004009 Hamburger_Buns,Tomatoes,Muffins,Soda,Butter,Frozen_Pizza,Chips,Frozen_Vegetables
T004010 Soda,Fish,Tea,Milk,Deodorant,Turkey,Butter
T004011 Frozen_Vegetables,Cookies,Toothpaste
T004012 Paper_Towels,Frozen_Pizza,Dish_Soap
T004013 Tomatoes,Lettuce,Beef,Pork,Ice_Cream,Juice,Shampoo,Nuts,Frozen_Dinners,Chicken
T004014 Cheese,Tomato_Sauce,Tomatoes,Nuts,Detergent
T004015 Cereal,Bananas,Tomatoes,Frozen_Vegetables,Oranges,Toothpaste,Apples,Coffee
T004016 Dish_Soap,Chicken,Chips
T004017 Lettuce,Water,Frozen_Pizza,Nuts,Bananas,Soda,Beef,Shampoo
T004018 Nuts,Apples,Shampoo,Lettuce,Toothpaste
T004019 Frozen_Pizza,Deodorant,Cheese,Pork,Chocolate,Beef
T004020 Dip,Chips,Donuts,Crackers
T004021 Water,Frozen_Pizza,Bread,Butter
T004022 Bagels,Ice_Cream,Cheese,Soda,Frozen_Dinners,Milk,Chicken
T004023 Oranges,Frozen_Vegetables,Bagels,Crackers,Milk,Trash_Bags,Cheese
T004024 Bread,Detergent,Crackers,Turkey,Butter,Beef
T004025 Bread,Water,Deodorant,Cream,Cookies,Frozen_Pizza,Tomatoes
T004026 Muffins,Coffee,Shampoo,Soda,Chocolate,Water,Ice_Cream,Juice
T004027 Juice,Water,Toothpaste,Soap,Frozen_Dinners
T004028 Shampoo,Frozen_Dinners,Tomatoes,Chips,Chocolate,Turkey,Water,Lettuce
T004029 Chicken,Rice,Cookies,Oranges,Tea,Soda,Turkey,Fish,Deodorant
T004030 Trash_Bags,Shampoo,Tea,Butter,Soap,Toothpaste
T004031 Sugar,Cream,Shampoo,Frozen_Dinners,Frozen_Pizza,Water
T004032 Dish_Soap,Nuts,Deodorant,Chicken
T004033 Dip,Soda,Butter,Frozen_Vegetables,Coffee,Dish_Soap,Oranges
T004034 Sugar,Cream,Paper_Towels,Pork,Muffins,Soda,Frozen_Dinners,Cheese,Croissants
T004035 Paper_Towels,Cookies,Cream
T004036 Paper_Towels,Frozen_Vegetables,Chicken,Soap,Ice_Cream,Coffee,Butter
T004037 Soap,Cheese,Muffins
T004038 Soda,Frozen_Vegetables,Cookies
T004039 Oranges,Fish
T004040 Ice_Cream,Dish_Soap,Lettuce,Frozen_Vegetables
T004041 Oranges,Lettuce,Croissants,Chicken,Soda,Milk
T004042 Dish_Soap,Chicken
T004043 Apples,Beef,Detergent,Frozen_Vegetables,Soap,Oranges,Coffee
T004044 Tomato_Sauce,Pasta,Bagels,Croissants,Pork,Bananas
T004045 Beef,Bread,Frozen_Dinners,Lettuce,Tomatoes,Croissants,Butter,Donuts
T004046 Soap,Juice
T004047 Soda,Dip,Shampoo,Chocolate,Cream,Cookies,Chips,Dish_Soap
T004048 Bread,Peanut_Butter,Crackers,Frozen_Vegetables,Bagels,Toothpaste,Oranges,Nuts
T004049 Oranges,Juice,Butter,Water,Tea
T004050 Soap,Bananas,Donuts,Juice,Apples,Oranges,Detergent,Chicken
T004051 Tomato_Sauce,Pasta,Coffee,Chips,Milk,Detergent
T004052 Juice,Cheese
T004053 Frozen_Vegetables,Paper_Towels,Cookies
T004054 Deodorant,Toothpaste
T004055 Water,Dish_Soap,Frozen_Dinners,Tomatoes,Bagels
T004056 Frozen_Vegetables,Soap,Toothpaste,Shampoo,Donuts,Frozen_Dinners,Butter,Chicken
T004057 Frozen_Vegetables,Lettuce,Chips
T004058 Salsa,Beer,Deodorant,Croissants,Chicken,Chips,Donuts,Oranges,Bananas,Frozen_Vegetables
T004059 Beef,Hamburger_Buns,Tomatoes,Butter,Fish,Water,Dish_Soap,Chips
T004060 Water,Cookies
T004061 Chips,Cream,Detergent,Ice_Cream,Frozen_Vegetables
T004062 Turkey
T004063 Dip,Chips,Beef,Pork,Donuts,Cookies,Bananas,Oranges,Lettuce,Paper_Towels
T004064 Fish,Bread,Muffins,Frozen_Pizza,Milk
T004065 Cheese,Tea,Water,Chicken,Dish_Soap,Chips
T004066 Vegetables,Chicken,Frozen_Vegetables,Ice_Cream,Water,Soap,Butter,Juice
T004067 Salsa,Chips,Water,Turkey,Croissants,Milk,Tea,Paper_Towels
T004068 Paper_Towels,Ice_Cream
T004069 Milk,Detergent,Ice_Cream
T004070 Deodorant,Apples,Crackers,Toothpaste,Nuts,Frozen_Pizza
T004071 Chips,Soda,Cheese,Oranges,Apples
T004072 Beef,Soap,Detergent,Trash_Bags,Cookies
T004073 Soda,Deodorant,Water,Bread,Paper_Towels
T004074 Salsa,Beer,Shampoo,Frozen_Dinners,Beef
T004075 Cream,Beef,Shampoo,Cookies,Juice
T004076 Frozen_Pizza,Cream,Chips
T004077 Soda,Dish_Soap,Cookies,Ice_Cream,Crackers,Lettuce,Trash_Bags
T004078 Ice_Cream,Beef
T004079 Chocolate,Bananas,Beef,Soap,Oranges
T004080 Nuts,Turkey
T004081 Croissants,Paper_Towels,Apples
T004082 Coffee,Tomatoes,Water
T004083 Beer,Chips,Frozen_Vegetables,Paper_Towels,Trash_Bags,Bananas,Deodorant,Water,Cheese
T004084 Coffee,Trash_Bags,Beef,Bread,Detergent
T004085 Tomatoes,Crackers,Shampoo,Coffee
T004086 Frozen_Pizza,Pork,Chocolate,Beef,Coffee,Crackers,Shampoo
T004087 Soda,Chips,Toothpaste,Crackers,Shampoo,Lettuce
T004088 Donuts,Beef,Oranges,Soap,Cream,Butter
T004089 Rice,Vegetables,Chocolate,Water,Bread,Butter,Deodorant,Chips
T004090 Cheese,Pasta,Soda,Apples,Bananas,Pork,Tea,Shampoo
T004091 Juice,Paper_Towels,Donuts,Cream,Soap,Toothpaste,Turkey,Coffee
T004092 Butter,Milk,Frozen_Pizza,Chicken,Deodorant,Lettuce,Oranges,Trash_Bags
T004093 Chicken,Rice,Tea,Bagels,Juice
T004094 Lettuce,Turkey,Nuts,Cookies,Chocolate,Butter,Donuts,Cream
T004095 Chips,Soda,Butter,Toothpaste,Frozen_Pizza,Muffins
T004096 Tea,Lettuce,Juice,Chips,Yogurt,Deodorant,Dish_Soap
T004097 Bagels,Juice,Frozen_Dinners,Bread,Apples,Water
T004098 Paper_Towels,Beef,Shampoo
T004099 Bread,Milk,Bagels,Soda,Oranges,Apples,Deodorant,Turkey
T004100 Bagels,Ice_Cream,Deodorant,Tomatoes,Crackers,Bananas,Nuts
T004101 Coffee,Sugar,Cheese,Butter,Fish
T004102 Tomatoes,Toothpaste,Shampoo,Frozen_Pizza,Soap
T004103 Coffee,Sugar,Cheese,Shampoo,Oranges,Nuts,Soap,Donuts,Fish,Lettuce
T004104 Muffins,Lettuce,Trash_Bags
T004105 Muffins,Bread,Dish_Soap
T004106 Frozen_Dinners,Frozen_Pizza,Cookies,Tea,Apples
T004107 Donuts,Deodorant,Turkey,Cream
T004108 Chips,Dip,Detergent,Toothpaste,Bagels
T004109 Tea,Croissants,Tomatoes,Bananas,Chocolate,Paper_Towels,Dish_Soap
T004110 Milk,Butter,Detergent,Frozen_Pizza,Cookies,Pork,Coffee
T004111 Trash_Bags,Oranges
T004112 Fish,Frozen_Vegetables
T004113 Sugar,Cream,Water,Tea,Chips,Beef
T004114 Detergent,Shampoo
T004115 Salsa,Beer,Croissants,Turkey,Tea,Frozen_Vegetables,Bananas
T004116 Chips,Turkey,Bread
T004117 Tomato_Sauce,Cheese,Soap,Coffee,Bread,Muffins
T004118 Ice_Cream,Soap,Apples,Cheese
T004119 Peanut_Butter,Bread,Frozen_Vegetables,Chocolate
T004120 Trash_Bags,Toothpaste,Muffins,Cheese,Detergent
T004121 Frozen_Dinners,Trash_Bags,Nuts,Oranges,Deodorant
T004122 Oranges,Shampoo,Soda,Trash_Bags
T004123 Cheese,Pasta,Bagels,Croissants,Water
T004124 Tomatoes,Juice,Fish,Paper_Towels
T004125 Chicken,Vegetables,Juice,Shampoo,Nuts,Donuts,Bagels,Ice_Cream
T004126 Beef,Croissants,Juice,Donuts,Detergent,Deodorant
T004127 Whipped_Cream,Ice_Cream,Yogurt,Cream,Frozen_Dinners
T004128 Chocolate_Syrup,Whipped_Cream,Cheese,Deodorant,Soda,Tomatoes,Cookies
T004129 Cookies,Frozen_Pizza,Tea
T004130 Chicken,Vegetables,Muffins,Ice_Cream
T004131 Bagels,Deodorant,Paper_Towels,Toothpaste,Coffee
T004132 Chicken,Vegetables,Bananas,Turkey,Dish_Soap,Toothpaste,Soap,Frozen_Pizza
T004133 Shampoo,Chocolate,Pork,Water
T004134 Turkey,Toothpaste,Cream,Nuts,Beef,Milk,Tea
T004135 Soap,Bread,Tea
T004136 Milk,Fish,Frozen_Vegetables,Butter
T004137 Chocolate_Syrup,Ice_Cream,Yogurt,Apples,Paper_Towels,Tea,Water
T004138 Hamburger_Buns,Beef,Turkey,Muffins
T004139 Frozen_Vegetables,Shampoo,Soap,Dish_Soap
T004140 Beer,Chips,Bread,Shampoo,Nuts,Frozen_Dinners,Milk,Juice,Bagels
T004141 Frozen_Pizza,Chips,Shampoo
T004142 Frozen_Dinners,Beef
T004143 Bread,Soda,Cookies,Frozen_Dinners,Tea,Shampoo,Water
T004144 Yogurt,Donuts,Bananas,Soap,Ice_Cream,Cheese,Detergent
T004145 Milk,Bananas,Dish_Soap,Coffee,Paper_Towels,Bread,Frozen_Vegetables
T004146 Chips,Soda,Coffee,Milk,Turkey,Fish,Crackers,Oranges
T004147 Pork,Cream,Paper_Towels,Fish,Deodorant,Cookies,Tea
T004148 Beef,Milk,Bagels,Oranges
T004149 Bananas,Paper_Towels,Fish,Soap,Shampoo
T004150 Coffee,Frozen_Dinners,Frozen_Vegetables,Bagels
T004151 Chicken,Rice,Trash_Bags,Apples
T004152 Bananas,Tea,Cream,Tomatoes,Deodorant,Beef
T004153 Peanut_Butter,Bread,Muffins,Trash_Bags,Tea,Turkey,Frozen_Vegetables
T004154 Detergent,Chips,Shampoo,Cookies
T004155 Nuts,Cream,Butter,Muffins,Oranges,Shampoo
T004156 Chips,Beer,Apples,Muffins,Deodorant,Fish
T004157 Cereal,Bananas,Bread,Beef,Deodorant,Cookies,Detergent,Frozen_Vegetables
T004158 Croissants,Frozen_Dinners,Soap,Toothpaste,Cookies,Juice
T004159 Paper_Towels,Turkey,Cheese,Chocolate,Muffins,Fish
T004160 Frozen_Vegetables,Yogurt,Turkey
T004161 Soap,Bread,Frozen_Pizza,Frozen_Dinners,Shampoo
T004162 Cream,Juice,Soap,Shampoo,Croissants,Dish_Soap,Soda
T004163 Paper_Towels,Trash_Bags,Frozen_Vegetables,Dish_Soap,Deodorant,Detergent
T004164 Cereal,Milk,Cookies,Trash_Bags,Croissants
T004165 Bananas,Milk,Chips,Frozen_Vegetables,Beef,Frozen_Pizza,Bread
T004166 Pork,Toothpaste,Yogurt,Chips,Paper_Towels
T004167 Peanut_Butter,Bread,Beef,Donuts
T004168 Water,Muffins,Chicken,Apples
T004169 Vegetables,Rice,Water,Cookies,Chips,Bagels,Apples
T004170 Milk,Cereal,Beef,Deodorant,Trash_Bags,Frozen_Dinners,Coffee,Bagels
T004171 Toothpaste,Frozen_Dinners
T004172 Soda,Butter
T004173 Dish_Soap,Tomatoes,Bagels
T004174 Croissants,Yogurt,Cheese
T004175 Bread,Butter,Pork,Chocolate,Soda,Ice_Cream
T004176 Crackers,Ice_Cream,Cheese,Juice,Chips,Donuts,Frozen_Dinners,Soap
T004177 Coffee,Oranges,Shampoo,Dish_Soap,Fish
T004178 Butter,Shampoo,Deodorant,Croissants,Frozen_Dinners
T004179 Trash_Bags,Frozen_Vegetables
T004180 Rice,Vegetables,Chocolate,Tomatoes,Lettuce,Milk
T004181 Croissants,Frozen_Pizza,Nuts,Cheese,Shampoo
T004182 Cream,Frozen_Dinners,Oranges,Chocolate,Lettuce,Fish
T004183 Lettuce,Tomatoes,Donuts,Paper_Towels,Ice_Cream,Dish_Soap
T004184 Milk,Cereal,Nuts,Shampoo,Toothpaste,Chicken,Paper_Towels,Butter,Oranges
T004185 Jelly,Peanut_Butter,Tomatoes,Lettuce,Frozen_Vegetables,Frozen_Dinners,Croissants,Cookies,Butter
T004186 Jelly,Peanut_Butter,Tea,Cream,Bagels,Ice_Cream,Cookies,Chocolate,Apples,Trash_Bags
T004187 Toothpaste,Bread,Lettuce
T004188 Cheese,Soap,Crackers,Oranges,Fish,Frozen_Dinners,Ice_Cream
T004189 Ice_Cream,Nuts,Cookies,Lettuce,Shampoo,Cheese,Tomatoes
T004190 Vegetables,Chicken,Milk,Crackers,Turkey,Nuts,Shampoo
T004191 Dish_Soap,Soap,Croissants,Apples
T004192 Chips,Soda,Shampoo,Paper_Towels,Muffins,Tomatoes,Frozen_Dinners,Oranges
T004193 Tomatoes,Nuts,Coffee
T004194 Bagels,Detergent
T004195 Chicken,Rice,Tomatoes,Donuts,Tea
